Grant.Application.ID,Grant.Status,Sponsor.Code,Grant.Category.Code,Contract.Value.Band...see.note.A,Start.date,RFCD.Code.1,RFCD.Percentage.1,RFCD.Code.2,RFCD.Percentage.2,RFCD.Code.3,RFCD.Percentage.3,RFCD.Code.4,RFCD.Percentage.4,RFCD.Code.5,RFCD.Percentage.5,SEO.Code.1,SEO.Percentage.1,SEO.Code.2,SEO.Percentage.2,SEO.Code.3,SEO.Percentage.3,SEO.Code.4,SEO.Percentage.4,SEO.Code.5,SEO.Percentage.5,Person.ID.1,Role.1,Year.of.Birth.1,Country.of.Birth.1,Home.Language.1,Dept.No..1,Faculty.No..1,With.PHD.1,No..of.Years.in.Uni.at.Time.of.Grant.1,Number.of.Successful.Grant.1,Number.of.Unsuccessful.Grant.1,A..1,A.1,B.1,C.1,Person.ID.2,Role.2,Year.of.Birth.2,Country.of.Birth.2,Home.Language.2,Dept.No..2,Faculty.No..2,With.PHD.2,No..of.Years.in.Uni.at.Time.of.Grant.2,Number.of.Successful.Grant.2,Number.of.Unsuccessful.Grant.2,A..2,A.2,B.2,C.2,Person.ID.3,Role.3,Year.of.Birth.3,Country.of.Birth.3,Home.Language.3,Dept.No..3,Faculty.No..3,With.PHD.3,No..of.Years.in.Uni.at.Time.of.Grant.3,Number.of.Successful.Grant.3,Number.of.Unsuccessful.Grant.3,A..3,A.3,B.3,C.3,Person.ID.4,Role.4,Year.of.Birth.4,Country.of.Birth.4,Home.Language.4,Dept.No..4,Faculty.No..4,With.PHD.4,No..of.Years.in.Uni.at.Time.of.Grant.4,Number.of.Successful.Grant.4,Number.of.Unsuccessful.Grant.4,A..4,A.4,B.4,C.4,Person.ID.5,Role.5,Year.of.Birth.5,Country.of.Birth.5,Home.Language.5,Dept.No..5,Faculty.No..5,With.PHD.5,No..of.Years.in.Uni.at.Time.of.Grant.5,Number.of.Successful.Grant.5,Number.of.Unsuccessful.Grant.5,A..5,A.5,B.5,C.5,Person.ID.6,Role.6,Year.of.Birth.6,Country.of.Birth.6,Home.Language.6,Dept.No..6,Faculty.No..6,With.PHD.6,No..of.Years.in.Uni.at.Time.of.Grant.6,Number.of.Successful.Grant.6,Number.of.Unsuccessful.Grant.6,A..6,A.6,B.6,C.6,Person.ID.7,Role.7,Year.of.Birth.7,Country.of.Birth.7,Home.Language.7,Dept.No..7,Faculty.No..7,With.PHD.7,No..of.Years.in.Uni.at.Time.of.Grant.7,Number.of.Successful.Grant.7,Number.of.Unsuccessful.Grant.7,A..7,A.7,B.7,C.7,Person.ID.8,Role.8,Year.of.Birth.8,Country.of.Birth.8,Home.Language.8,Dept.No..8,Faculty.No..8,With.PHD.8,No..of.Years.in.Uni.at.Time.of.Grant.8,Number.of.Successful.Grant.8,Number.of.Unsuccessful.Grant.8,A..8,A.8,B.8,C.8,Person.ID.9,Role.9,Year.of.Birth.9,Country.of.Birth.9,Home.Language.9,Dept.No..9,Faculty.No..9,With.PHD.9,No..of.Years.in.Uni.at.Time.of.Grant.9,Number.of.Successful.Grant.9,Number.of.Unsuccessful.Grant.9,A..9,A.9,B.9,C.9,Person.ID.10,Role.10,Year.of.Birth.10,Country.of.Birth.10,Home.Language.10,Dept.No..10,Faculty.No..10,With.PHD.10,No..of.Years.in.Uni.at.Time.of.Grant.10,Number.of.Successful.Grant.10,Number.of.Unsuccessful.Grant.10,A..10,A.10,B.10,C.10,Person.ID.11,Role.11,Year.of.Birth.11,Country.of.Birth.11,Home.Language.11,Dept.No..11,Faculty.No..11,With.PHD.11,No..of.Years.in.Uni.at.Time.of.Grant.11,Number.of.Successful.Grant.11,Number.of.Unsuccessful.Grant.11,A..11,A.11,B.11,C.11,Person.ID.12,Role.12,Year.of.Birth.12,Country.of.Birth.12,Home.Language.12,Dept.No..12,Faculty.No..12,With.PHD.12,No..of.Years.in.Uni.at.Time.of.Grant.12,Number.of.Successful.Grant.12,Number.of.Unsuccessful.Grant.12,A..12,A.12,B.12,C.12,Person.ID.13,Role.13,Year.of.Birth.13,Country.of.Birth.13,Home.Language.13,Dept.No..13,Faculty.No..13,With.PHD.13,No..of.Years.in.Uni.at.Time.of.Grant.13,Number.of.Successful.Grant.13,Number.of.Unsuccessful.Grant.13,A..13,A.13,B.13,C.13,Person.ID.14,Role.14,Year.of.Birth.14,Country.of.Birth.14,Home.Language.14,Dept.No..14,Faculty.No..14,With.PHD.14,No..of.Years.in.Uni.at.Time.of.Grant.14,Number.of.Successful.Grant.14,Number.of.Unsuccessful.Grant.14,A..14,A.14,B.14,C.14,Person.ID.15,Role.15,Year.of.Birth.15,Country.of.Birth.15,Home.Language.15,Dept.No..15,Faculty.No..15,With.PHD.15,No..of.Years.in.Uni.at.Time.of.Grant.15,Number.of.Successful.Grant.15,Number.of.Unsuccessful.Grant.15,A..15,A.15,B.15,C.15,
6811,0,2B,10A,,3/03/08,310103,40,321216,30,300903,30,0,0,0,0,750803,40,730210,30,759999,30,0,0,0,0,11837,CHIEF_INVESTIGATOR,1950,Australia,,1033,1,Yes ,>10 to 15,0,3,0,1,5,6,113942,CHIEF_INVESTIGATOR,1965,North America,English,3508,4,Yes ,>=0 to 5,1,0,0,0,0,0,89787,CHIEF_INVESTIGATOR,1970,Australia,,828,7,,>=0 to 5,3,0,0,0,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6812,1,2B,10A,C ,3/03/08,270708,50,270702,40,370106,10,0,0,0,0,770307,50,770303,50,0,0,0,0,0,0,11837,CHIEF_INVESTIGATOR,1950,Australia,,1033,1,Yes ,>10 to 15,0,3,0,1,5,6,68732,CHIEF_INVESTIGATOR,1950,North America,,2523,25,Yes ,>=0 to 5,0,1,0,0,0,0,67447,PRINCIPAL_SUPERVISOR,1970,Great Britain,,3028,31,Yes ,>5 to 10,1,0,16,14,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6813,1,2B,10A,D ,3/03/08,270299,50,270201,30,270205,20,0,0,0,0,670403,60,730204,40,0,0,0,0,0,0,80372,CHIEF_INVESTIGATOR,1955,Australia,,3258,31,Yes ,more than 15,1,2,9,11,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6814,1,2B,10A,C ,3/03/08,360202,40,360201,30,360102,30,0,0,0,0,750101,50,750605,30,750604,20,0,0,0,0,63772,CHIEF_INVESTIGATOR,1960,Australia,,828,7,Yes ,>10 to 15,2,1,11,3,1,12,14187,CHIEF_INVESTIGATOR,1955,Australia,,498,7,Yes ,more than 15,2,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6815,1,2B,10A,E ,3/03/08,321216,40,321217,30,321299,30,0,0,0,0,730301,60,730219,20,730306,20,0,0,0,0,122352,CHIEF_INVESTIGATOR,1950,,,,,,,0,0,49,25,53,51,72337,CHIEF_INVESTIGATOR,1945,Australia,,2878,25,Yes ,more than 15,0,0,0,0,0,0,56917,CHIEF_INVESTIGATOR,1960,Middle East and Africa,Other,4323,25,Yes ,>5 to 10,1,0,0,0,0,0,657802,CHIEF_INVESTIGATOR,1975,,,4323,25,Yes ,>=0 to 5,0,1,0,0,0,0,35357,CHIEF_INVESTIGATOR,1965,Australia,,,25,,,0,1,6,1,3,3,492157,PRINCIPAL_SUPERVISOR,1970,Asia Pacific,,4323,25,,>=0 to 5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6816,0,2B,10A,,3/03/08,260109,80,260301,20,0,0,0,0,0,0,780104,70,650103,20,671401,10,0,0,0,0,1012,CHIEF_INVESTIGATOR,1945,Australia,English,3123,31,Yes ,>5 to 10,3,1,13,2,15,0,80197,CHIEF_INVESTIGATOR,1950,Australia,English,3123,31,Yes ,>5 to 10,3,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6817,1,2B,10A,G ,3/03/08,270203,40,279901,30,300199,30,0,0,0,0,770602,40,770603,40,760101,20,0,0,0,0,85642,CHIEF_INVESTIGATOR,1955,Australia,,3258,31,Yes ,>5 to 10,9,10,35,44,40,12,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6818,0,2B,10A,,3/03/08,430101,50,400303,50,0,0,0,0,0,0,750901,50,750802,50,0,0,0,0,0,0,82427,CHIEF_INVESTIGATOR,1955,Australia,,653,7,,more than 15,4,6,0,1,0,4,873877,CHIEF_INVESTIGATOR,1970,,,653,7,Yes ,>=0 to 5,0,0,0,0,0,0,63407,CHIEF_INVESTIGATOR,1950,Australia,,828,7,Yes ,more than 15,0,0,0,2,4,2,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6819,1,2B,10A,B ,3/03/08,321019,50,370201,50,0,0,0,0,0,0,750312,50,730204,50,0,0,0,0,0,0,766222,CHIEF_INVESTIGATOR,1955,Australia,,978,25,Yes ,>=0 to 5,4,0,2,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6820,0,2B,10A,,3/03/08,370105,40,370101,40,370102,20,0,0,0,0,750307,50,750306,30,750311,20,0,0,0,0,13552,CHIEF_INVESTIGATOR,1955,Asia Pacific,,828,7,,>=0 to 5,0,4,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6821,0,2B,10A,,3/03/08,320299,60,320402,40,0,0,0,0,0,0,670401,80,730101,20,0,0,0,0,0,0,13682,CHIEF_INVESTIGATOR,1965,Western Europe,English,1258,34,Yes ,>5 to 10,2,5,1,21,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6822,0,2B,10A,,3/03/08,280105,40,280505,40,280199,20,0,0,0,0,700102,40,750404,40,751099,20,0,0,0,0,27347,CHIEF_INVESTIGATOR,1965,Australia,,3073,31,Yes ,>5 to 10,0,1,0,2,2,1,25837,CHIEF_INVESTIGATOR,1960,Australia,,3073,31,Yes ,>5 to 10,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6823,0,2B,10A,,3/03/08,230202,40,280213,40,340401,20,0,0,0,0,710401,100,0,0,0,0,0,0,0,0,82512,CHIEF_INVESTIGATOR,1955,Asia Pacific,,2153,19,Yes ,more than 15,3,5,8,10,5,5,493297,CHIEF_INVESTIGATOR,1965,Australia,,3098,31,Yes ,>=0 to 5,2,1,0,0,0,0,431937,CHIEF_INVESTIGATOR,1955,Australia,,3098,31,Yes ,>=0 to 5,1,0,6,12,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6824,1,2B,10A,C ,3/03/08,290102,80,290699,10,299904,10,0,0,0,0,670105,100,0,0,0,0,0,0,0,0,57272,CHIEF_INVESTIGATOR,1975,North America,,2053,19,Yes ,>=0 to 5,4,2,9,9,4,0,1382,CHIEF_INVESTIGATOR,1975,Australia,,2053,19,Yes ,>=0 to 5,5,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6825,0,2B,10A,,3/03/08,320206,50,320203,30,270804,20,0,0,0,0,730108,50,730213,50,0,0,0,0,0,0,2232,CHIEF_INVESTIGATOR,1955,Australia,,2653,25,,Less than 0,0,3,0,0,2,0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6826,1,2B,10A,F ,3/03/08,370204,40,430101,40,280106,20,0,0,0,0,750312,40,750901,30,700299,30,0,0,0,0,66752,CHIEF_INVESTIGATOR,1965,Australia,,653,7,Yes ,>5 to 10,0,2,0,1,2,1,6077,CHIEF_INVESTIGATOR,1955,Australia,English,4188,64,,more than 15,0,0,0,0,0,1,766222,CHIEF_INVESTIGATOR,1955,Australia,,978,25,Yes ,>=0 to 5,4,0,2,6,6,2,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6827,1,2B,10A,D ,3/03/08,321299,60,330199,20,370204,20,0,0,0,0,730218,60,730399,20,749999,20,0,0,0,0,20122,CHIEF_INVESTIGATOR,1965,Great Britain,,2523,25,Yes ,>=0 to 5,3,6,1,12,6,6,95892,CHIEF_INVESTIGATOR,1960,Australia,,2523,25,,>=0 to 5,1,0,0,0,0,0,63562,CHIEF_INVESTIGATOR,1940,Australia,,2523,25,,>=0 to 5,3,3,0,7,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6828,1,2B,10A,E ,3/03/08,230118,40,280204,40,280203,20,0,0,0,0,710603,100,0,0,0,0,0,0,0,0,5812,CHIEF_INVESTIGATOR,1965,North America,English,2153,19,,,0,0,0,1,1,1,39562,CHIEF_INVESTIGATOR,1945,Great Britain,,2153,19,Yes ,>5 to 10,3,0,0,0,0,0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6829,1,2B,10A,C ,3/03/08,321103,40,321029,30,321399,30,0,0,0,0,751099,50,750103,30,730399,20,0,0,0,0,21132,CHIEF_INVESTIGATOR,1960,Australia,,2568,25,Yes ,>5 to 10,2,0,22,25,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6830,0,2B,10A,,3/03/08,290401,40,299902,30,240402,30,0,0,0,0,671101,40,730210,30,770501,30,0,0,0,0,724502,CHIEF_INVESTIGATOR,1960,,,,,,,0,0,0,0,0,0,66987,CHIEF_INVESTIGATOR,1970,Australia,,2178,19,Yes ,>5 to 10,1,2,0,0,0,0,75587,CHIEF_INVESTIGATOR,1940,Great Britain,,2178,19,,>=0 to 5,0,0,1,1,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6831,0,33A,20C,F ,4/03/08,300899,100,0,0,0,0,0,0,0,0,620501,50,620502,50,0,0,0,0,0,0,1192,CHIEF_INVESTIGATOR,1965,Australia,,1033,1,,Less than 0,1,1,2,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6832,0,97A,30B,B ,4/03/08,291599,100,0,0,0,0,0,0,0,0,730104,100,0,0,0,0,0,0,0,0,82722,CHIEF_INVESTIGATOR,1970,Australia,,2153,19,Yes ,>10 to 15,1,0,0,3,7,2,76757,CHIEF_INVESTIGATOR,1975,Australia,,2153,19,Yes ,>=0 to 5,1,0,0,0,0,0,765697,CHIEF_INVESTIGATOR,1980,,,3273,31,Yes ,>=0 to 5,1,1,0,0,2,0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6833,1,5A,30B,A ,6/03/08,321209,50,370204,50,0,0,0,0,0,0,730204,50,750312,50,0,0,0,0,0,0,766222,CHIEF_INVESTIGATOR,1955,Australia,,978,25,Yes ,>=0 to 5,5,0,2,6,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6834,1,120D,30B,B ,6/03/08,270108,50,270208,50,0,0,0,0,0,0,780105,100,0,0,0,0,0,0,0,0,28502,CHIEF_INVESTIGATOR,1970,New Zealand,,2603,25,Yes ,>5 to 10,1,5,13,11,6,2,34737,CHIEF_INVESTIGATOR,1970,North America,,2603,25,Yes ,>=0 to 5,7,15,0,0,0,0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6835,1,373A,30D,A ,7/03/08,291704,100,0,0,0,0,0,0,0,0,700302,100,0,0,0,0,0,0,0,0,28232,CHIEF_INVESTIGATOR,1965,Australia,English,2153,19,Yes ,>5 to 10,2,0,9,5,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6836,1,256D,30D,B ,7/03/08,291704,100,0,0,0,0,0,0,0,0,700302,100,0,0,0,0,0,0,0,0,28232,CHIEF_INVESTIGATOR,1965,Australia,English,2153,19,Yes ,>5 to 10,2,0,9,5,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6837,0,4D,10A,J ,10/03/08,320202,60,320402,40,0,0,0,0,0,0,730101,75,730102,20,730117,5,0,0,0,0,25052,CHIEF_INVESTIGATOR,1955,Australia,,2628,25,Yes ,>5 to 10,1,3,40,22,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6838,1,4D,10A,J ,10/03/08,321204,100,0,0,0,0,0,0,0,0,730211,100,0,0,0,0,0,0,0,0,301472,CHIEF_INVESTIGATOR,1950,Australia,,2533,25,Yes ,>=0 to 5,7,5,10,52,69,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6839,1,137A,10A,A ,11/03/08,280203,60,320799,40,0,0,0,0,0,0,780101,50,780102,50,0,0,0,0,0,0,966197,CHIEF_INVESTIGATOR,1980,,,2538,25,,,1,0,0,0,0,0,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,9067,CHIEF_INVESTIGATOR,1960,Australia,,2538,25,Yes ,more than 15,4,6,17,23,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6840,1,120D,30B,B ,11/03/08,270707,100,0,0,0,0,0,0,0,0,780105,100,0,0,0,0,0,0,0,0,775597,CHIEF_INVESTIGATOR,1975,Australia,,,,Yes ,,1,0,6,7,6,1,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,EXT_CHIEF_INVESTIGATOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
